InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547369,21898,,-83,2011-03-22 13:24:00,0.0,,United Kingdom
547394,71477,,1,2011-03-22 16:38:00,0.0,,United Kingdom
547395,84977,,1,2011-03-22 16:38:00,0.0,,United Kingdom
547396,79321,CHILLI LIGHTS,1,2011-03-22 16:54:00,0.0,,United Kingdom
547402,85028L,,12,2011-03-22 17:04:00,0.0,,United Kingdom
547403,85028L,,-2,2011-03-22 17:05:00,0.0,,United Kingdom
547404,85028S,,24,2011-03-22 17:05:00,0.0,,United Kingdom
547417,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,36,2011-03-23 10:25:00,0.0,13239.0,United Kingdom
547487,84596E,,-153,2011-03-23 11:29:00,0.0,,United Kingdom
547505,22198,,-9,2011-03-23 13:36:00,0.0,,United Kingdom
547506,21538,,-2,2011-03-23 13:38:00,0.0,,United Kingdom
547522,21717,,5,2011-03-23 15:02:00,0.0,,United Kingdom
547523,85197,,5,2011-03-23 15:03:00,0.0,,United Kingdom
547524,22451,,4,2011-03-23 15:03:00,0.0,,United Kingdom
547525,21258,,3,2011-03-23 15:04:00,0.0,,United Kingdom
547526,22627,,3,2011-03-23 15:04:00,0.0,,United Kingdom
547527,21826,,2,2011-03-23 15:04:00,0.0,,United Kingdom
547528,84840,,2,2011-03-23 15:05:00,0.0,,United Kingdom
547529,21841,,1,2011-03-23 15:05:00,0.0,,United Kingdom
547530,22764,,3,2011-03-23 15:05:00,0.0,,United Kingdom
547531,82605,,1,2011-03-23 15:06:00,0.0,,United Kingdom
547532,84227,,1,2011-03-23 15:06:00,0.0,,United Kingdom
547533,84968B,,2,2011-03-23 15:06:00,0.0,,United Kingdom
547534,90084,,1,2011-03-23 15:06:00,0.0,,United Kingdom
547536,90005A,,1,2011-03-23 15:07:00,0.0,,United Kingdom
547557,22866,,2,2011-03-23 16:53:00,0.0,,United Kingdom
547559,72759,thrown away-can't sell.,-524,2011-03-23 17:27:00,0.0,,United Kingdom
547560,72732,thrown away-can't sell,-2472,2011-03-23 17:28:00,0.0,,United Kingdom
547575,85025C,,144,2011-03-24 10:18:00,0.0,,United Kingdom
547593,20785,,-2,2011-03-24 11:18:00,0.0,,United Kingdom
547595,82483,,-12,2011-03-24 11:20:00,0.0,,United Kingdom
547596,84306,,-5,2011-03-24 11:20:00,0.0,,United Kingdom
547597,17011F,,-18,2011-03-24 11:21:00,0.0,,United Kingdom
547598,21332,,-25,2011-03-24 11:24:00,0.0,,United Kingdom
547599,21361,,-10,2011-03-24 11:24:00,0.0,,United Kingdom
547606,22173,,-22,2011-03-24 11:26:00,0.0,,United Kingdom
547611,84631,,-9,2011-03-24 11:26:00,0.0,,United Kingdom
547618,21547,,-12,2011-03-24 11:28:00,0.0,,United Kingdom
547626,20973,,60,2011-03-24 11:30:00,0.0,,United Kingdom
547646,84849D,,-80,2011-03-24 11:42:00,0.0,,United Kingdom
547673,47593A,found,13,2011-03-24 13:57:00,0.0,,United Kingdom
547696,35809B,,12,2011-03-24 16:07:00,0.0,,United Kingdom
547699,21143,,-32,2011-03-24 16:38:00,0.0,,United Kingdom
547700,21147,,-105,2011-03-24 16:39:00,0.0,,United Kingdom
547701,84559D,,-7,2011-03-24 16:42:00,0.0,,United Kingdom
547704,21621,rcvd be air temp fix for dotcom sit,100,2011-03-24 17:51:00,0.0,,United Kingdom
547813,84840,,1,2011-03-25 14:11:00,0.0,,United Kingdom
547827,22444,,82,2011-03-25 15:10:00,0.0,,United Kingdom
547916,22459,,-36,2011-03-28 12:46:00,0.0,,United Kingdom
547917,21898,,6,2011-03-28 12:46:00,0.0,,United Kingdom
547927,37444C,,5,2011-03-28 13:59:00,0.0,,United Kingdom
547928,37444B,,1,2011-03-28 14:00:00,0.0,,United Kingdom
547929,21393,,3,2011-03-28 14:00:00,0.0,,United Kingdom
547932,85197,,24,2011-03-28 14:01:00,0.0,,United Kingdom
547933,21445,,1,2011-03-28 14:02:00,0.0,,United Kingdom
547943,21357,,1,2011-03-28 14:58:00,0.0,,United Kingdom
547948,71038,,167,2011-03-28 15:06:00,0.0,,United Kingdom
547950,35241,damages?,-40,2011-03-28 15:11:00,0.0,,United Kingdom
547957,20713,,32,2011-03-28 15:16:00,0.0,,United Kingdom
547959,20713,,23,2011-03-28 15:19:00,0.0,,United Kingdom
547966,DOT,,1000,2011-03-28 15:49:00,0.0,,United Kingdom
547989,21621,re dotcom quick fix.,-100,2011-03-29 09:36:00,0.0,,United Kingdom
547994,21228,,-7,2011-03-29 10:18:00,0.0,,United Kingdom
547995,35823P,,-12,2011-03-29 10:20:00,0.0,,United Kingdom
547996,84534B,,-10,2011-03-29 10:22:00,0.0,,United Kingdom
547997,20857,,-34,2011-03-29 10:22:00,0.0,,United Kingdom
547998,20854,,-2,2011-03-29 10:23:00,0.0,,United Kingdom
547999,20860,,-7,2011-03-29 10:24:00,0.0,,United Kingdom
548000,85224,,-7,2011-03-29 10:24:00,0.0,,United Kingdom
548001,22451,,11,2011-03-29 10:26:00,0.0,,United Kingdom
548002,21051,,-25,2011-03-29 10:27:00,0.0,,United Kingdom
548008,21190,,-80,2011-03-29 10:52:00,0.0,,United Kingdom
548069,20713,,-22,2011-03-29 12:10:00,0.0,,United Kingdom
548095,20850,,-3,2011-03-29 12:17:00,0.0,,United Kingdom
548098,21283,,-15,2011-03-29 12:17:00,0.0,,United Kingdom
548104,84854,,-3,2011-03-29 12:18:00,0.0,,United Kingdom
548110,21911,,-27,2011-03-29 12:20:00,0.0,,United Kingdom
548149,72821,,-2,2011-03-29 12:36:00,0.0,,United Kingdom
548161,20734,,2,2011-03-29 13:40:00,0.0,,United Kingdom
548173,85067,,-3,2011-03-29 14:17:00,0.0,,United Kingdom
548175,46115B,,-2,2011-03-29 14:19:00,0.0,,United Kingdom
548195,79321,,27,2011-03-29 15:36:00,0.0,,United Kingdom
548205,21614,,48,2011-03-29 16:51:00,0.0,,United Kingdom
548206,22469,,-53,2011-03-29 16:56:00,0.0,,United Kingdom
548207,20713,,25,2011-03-29 17:11:00,0.0,,United Kingdom
548209,21621,,-30,2011-03-29 17:21:00,0.0,,United Kingdom
548220,79321,,14,2011-03-30 09:47:00,0.0,,United Kingdom
548221,85049B,,1,2011-03-30 09:47:00,0.0,,United Kingdom
548224,47593A,,2,2011-03-30 10:23:00,0.0,,United Kingdom
548227,90099,,-19,2011-03-30 10:24:00,0.0,,United Kingdom
548261,90104,,2,2011-03-30 11:19:00,0.0,,United Kingdom
548269,22036,,-45,2011-03-30 11:35:00,0.0,,United Kingdom
548286,10002,,180,2011-03-30 11:47:00,0.0,,United Kingdom
548318,22055,MINI CAKE STAND  HANGING STRAWBERY,5,2011-03-30 12:45:00,0.0,13113.0,United Kingdom
548328,21527,,-21,2011-03-30 13:11:00,0.0,,United Kingdom
548339,21827,,-42,2011-03-30 14:08:00,0.0,,United Kingdom
548364,21095,,53,2011-03-30 15:49:00,0.0,,United Kingdom
548365,79172D,,-7,2011-03-30 15:49:00,0.0,,United Kingdom
548366,84678,,-33,2011-03-30 15:50:00,0.0,,United Kingdom
548369,84683,,-6,2011-03-30 16:00:00,0.0,,United Kingdom
548376,22533,,-80,2011-03-30 16:39:00,0.0,,United Kingdom
548377,85016,,-46,2011-03-30 16:40:00,0.0,,United Kingdom
548378,22052,,-75,2011-03-30 16:41:00,0.0,,United Kingdom
548379,20702,,11,2011-03-30 16:41:00,0.0,,United Kingdom
548380,22127,Dotcom sold in 6's,-60,2011-03-30 16:44:00,0.0,,United Kingdom
548381,22127,sold in set?,-690,2011-03-30 16:45:00,0.0,,United Kingdom
548382,84898F,,-2,2011-03-30 16:46:00,0.0,,United Kingdom
548383,84906,,5,2011-03-30 16:46:00,0.0,,United Kingdom
548385,22168,,-19,2011-03-30 16:47:00,0.0,,United Kingdom
548394,82494L,cracked,-39,2011-03-30 17:18:00,0.0,,United Kingdom
548395,22194,,-9,2011-03-30 17:20:00,0.0,,United Kingdom
548396,22719,sold as 22467,-25,2011-03-30 17:21:00,0.0,,United Kingdom
548397,21195,,-30,2011-03-30 17:23:00,0.0,,United Kingdom
548398,22482,,-66,2011-03-30 17:24:00,0.0,,United Kingdom
548399,15030,,150,2011-03-30 17:25:00,0.0,,United Kingdom
548402,21040,,-5,2011-03-31 09:26:00,0.0,,United Kingdom
548535,90010A,,25,2011-03-31 17:33:00,0.0,,United Kingdom
548536,90010B,,-50,2011-03-31 17:34:00,0.0,,United Kingdom
548537,90173,,-28,2011-03-31 17:35:00,0.0,,United Kingdom
548538,90082B,,3,2011-03-31 17:36:00,0.0,,United Kingdom
548539,90005A,,2,2011-03-31 17:37:00,0.0,,United Kingdom
548540,90035A,,-9,2011-03-31 17:51:00,0.0,,United Kingdom
548615,16010,,-7,2011-04-01 11:47:00,0.0,,United Kingdom
548620,84313B,Damaged,-32,2011-04-01 11:53:00,0.0,,United Kingdom
548637,84596E,,5,2011-04-01 12:32:00,0.0,,United Kingdom
548638,21258,,4,2011-04-01 12:34:00,0.0,,United Kingdom
548639,22627,,1,2011-04-01 12:34:00,0.0,,United Kingdom
548646,21472,,-140,2011-04-01 13:15:00,0.0,,United Kingdom
548662,82494L,,-180,2011-04-01 14:31:00,0.0,,United Kingdom
548675,85185D,,-2,2011-04-01 16:39:00,0.0,,United Kingdom
548676,72800F,,-5,2011-04-01 16:40:00,0.0,,United Kingdom
548677,72781,,-30,2011-04-01 16:40:00,0.0,,United Kingdom
548678,35015,,-9,2011-04-01 16:41:00,0.0,,United Kingdom
548679,72793,,-3,2011-04-01 16:42:00,0.0,,United Kingdom
548680,72800D,,-18,2011-04-01 16:43:00,0.0,,United Kingdom
548681,72800D,,3,2011-04-01 16:43:00,0.0,,United Kingdom
548682,72789,,-2,2011-04-01 16:44:00,0.0,,United Kingdom
548683,72801G,,47,2011-04-01 16:45:00,0.0,,United Kingdom
548684,72798C,,-2,2011-04-01 16:46:00,0.0,,United Kingdom
548685,85018B,,-2,2011-04-01 16:47:00,0.0,,United Kingdom
548693,22720,,-60,2011-04-01 17:25:00,0.0,,United Kingdom
548694,22720,,10,2011-04-01 17:28:00,0.0,,United Kingdom
548871,22162,HEART GARLAND RUSTIC PADDED,2,2011-04-04 14:42:00,0.0,14410.0,United Kingdom
548886,85118,,-6,2011-04-04 15:23:00,0.0,,United Kingdom
548887,35824B,,-8,2011-04-04 15:24:00,0.0,,United Kingdom
548888,84726,,-14,2011-04-04 15:25:00,0.0,,United Kingdom
548889,84875A,,-17,2011-04-04 15:26:00,0.0,,United Kingdom
548890,84876C,,-19,2011-04-04 15:26:00,0.0,,United Kingdom
548897,47570B,,-70,2011-04-04 16:22:00,0.0,,United Kingdom
548980,22114,,-194,2011-04-05 12:21:00,0.0,,United Kingdom
548986,21210,,-177,2011-04-05 12:46:00,0.0,,United Kingdom
548989,72799F,,-46,2011-04-05 13:19:00,0.0,,United Kingdom
548997,84507B,,20,2011-04-05 14:33:00,0.0,,United Kingdom
548998,84741C,,8,2011-04-05 14:34:00,0.0,,United Kingdom
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom
549000,35972,,-45,2011-04-05 14:35:00,0.0,,United Kingdom
549001,84845D,,-5,2011-04-05 14:35:00,0.0,,United Kingdom
549002,21278,,17,2011-04-05 14:36:00,0.0,,United Kingdom
549003,21279,,14,2011-04-05 14:36:00,0.0,,United Kingdom
549004,21274,,-3,2011-04-05 14:37:00,0.0,,United Kingdom
549005,16020C,,-5,2011-04-05 14:37:00,0.0,,United Kingdom
549006,84508B,,-23,2011-04-05 14:38:00,0.0,,United Kingdom
549008,21281,,-31,2011-04-05 14:38:00,0.0,,United Kingdom
549009,21474,,-8,2011-04-05 14:39:00,0.0,,United Kingdom
549010,21684,,-62,2011-04-05 14:39:00,0.0,,United Kingdom
549011,62096B,,-8,2011-04-05 14:41:00,0.0,,United Kingdom
549028,84569A,,-18,2011-04-05 17:02:00,0.0,,United Kingdom
549029,84569B,,-17,2011-04-05 17:03:00,0.0,,United Kingdom
549030,84520B,,-61,2011-04-05 17:03:00,0.0,,United Kingdom
549031,10134,,-19,2011-04-05 17:04:00,0.0,,United Kingdom
549032,20778,,-6,2011-04-05 17:06:00,0.0,,United Kingdom
549033,16254,,-5,2011-04-05 17:08:00,0.0,,United Kingdom
549034,16248B,,2,2011-04-05 17:08:00,0.0,,United Kingdom
549035,72051S,,-15,2011-04-05 17:09:00,0.0,,United Kingdom
549036,84993B,,-54,2011-04-05 17:09:00,0.0,,United Kingdom
549037,84569C,,-37,2011-04-05 17:09:00,0.0,,United Kingdom
549038,84569D,,-70,2011-04-05 17:10:00,0.0,,United Kingdom
549042,21681,,-2,2011-04-05 17:24:00,0.0,,United Kingdom
549043,84990,,-24,2011-04-05 17:26:00,0.0,,United Kingdom
549100,21484,CHICK GREY HOT WATER BOTTLE,1,2011-04-06 11:14:00,0.0,,United Kingdom
549103,82494L,,167,2011-04-06 11:39:00,0.0,,United Kingdom
549132,20756,,-70,2011-04-06 15:22:00,0.0,,United Kingdom
549133,20759,,-52,2011-04-06 15:22:00,0.0,,United Kingdom
549134,20758,,-54,2011-04-06 15:22:00,0.0,,United Kingdom
549135,20760,,31,2011-04-06 15:23:00,0.0,,United Kingdom
549136,21414,,-3,2011-04-06 15:23:00,0.0,,United Kingdom
549137,84459B,,-7,2011-04-06 15:24:00,0.0,,United Kingdom
549138,22988,,12,2011-04-06 15:25:00,0.0,,United Kingdom
549139,22988,,-91,2011-04-06 15:26:00,0.0,,United Kingdom
549140,35819B,,7,2011-04-06 15:26:00,0.0,,United Kingdom
549141,35819B,,70,2011-04-06 15:26:00,0.0,,United Kingdom
549142,35650,,-24,2011-04-06 15:26:00,0.0,,United Kingdom
549143,84597C,,-17,2011-04-06 15:27:00,0.0,,United Kingdom
549144,21416,,-14,2011-04-06 15:28:00,0.0,,United Kingdom
549145,21421,,26,2011-04-06 15:28:00,0.0,,United Kingdom
549146,85017A,,-10,2011-04-06 15:29:00,0.0,,United Kingdom
549147,20773,,-4,2011-04-06 15:30:00,0.0,,United Kingdom
549149,35649,,-43,2011-04-06 15:31:00,0.0,,United Kingdom
549150,79336,,-47,2011-04-06 15:32:00,0.0,,United Kingdom
549151,21664,,20,2011-04-06 15:33:00,0.0,,United Kingdom
549156,17013D,,-9,2011-04-06 17:11:00,0.0,,United Kingdom
549157,21511,,-9,2011-04-06 17:13:00,0.0,,United Kingdom
549158,21910,,-1,2011-04-06 17:13:00,0.0,,United Kingdom
549159,22052,,-25,2011-04-06 17:14:00,0.0,,United Kingdom
549160,81953P,,-7,2011-04-06 17:15:00,0.0,,United Kingdom
549161,21518,,-31,2011-04-06 17:15:00,0.0,,United Kingdom
549163,84247L,,8,2011-04-06 17:18:00,0.0,,United Kingdom
549164,16169P,,-75,2011-04-06 17:20:00,0.0,,United Kingdom
549165,35815P,,-63,2011-04-06 17:20:00,0.0,,United Kingdom
549166,44265,,3,2011-04-06 17:21:00,0.0,,United Kingdom
549167,84846A,,-8,2011-04-06 17:24:00,0.0,,United Kingdom
549168,21161,,-10,2011-04-06 17:24:00,0.0,,United Kingdom
549170,82545A,,-4,2011-04-06 17:25:00,0.0,,United Kingdom
549171,84251F,,-2,2011-04-06 17:26:00,0.0,,United Kingdom
549172,21637,,-139,2011-04-06 17:27:00,0.0,,United Kingdom
549173,84218,,-2,2011-04-06 17:28:00,0.0,,United Kingdom
549174,21160,,-7,2011-04-06 17:30:00,0.0,,United Kingdom
549175,21171,,-30,2011-04-06 17:30:00,0.0,,United Kingdom
549176,35603B,,-12,2011-04-06 17:31:00,0.0,,United Kingdom
549177,20821,,9,2011-04-06 17:32:00,0.0,,United Kingdom
549178,47502,,-19,2011-04-06 17:33:00,0.0,,United Kingdom
549179,84007,,-3,2011-04-06 17:34:00,0.0,,United Kingdom
549180,84522,,-30,2011-04-06 17:34:00,0.0,,United Kingdom
549244,79331,,-3,2011-04-07 11:53:00,0.0,,United Kingdom
549264,21337,,-21,2011-04-07 12:45:00,0.0,,United Kingdom
549266,84593,,-5,2011-04-07 12:45:00,0.0,,United Kingdom
549267,46037A,,-5,2011-04-07 12:46:00,0.0,,United Kingdom
549268,84856S,,-7,2011-04-07 12:47:00,0.0,,United Kingdom
549270,84856L,,-27,2011-04-07 12:48:00,0.0,,United Kingdom
549271,62096B,,-2,2011-04-07 12:48:00,0.0,,United Kingdom
549326,21738,,-5,2011-04-08 10:45:00,0.0,,United Kingdom
549327,84912A,,70,2011-04-08 10:46:00,0.0,,United Kingdom
549328,51008,,-110,2011-04-08 10:49:00,0.0,,United Kingdom
549329,84989A,,-1,2011-04-08 10:49:00,0.0,,United Kingdom
549330,84251J,,-28,2011-04-08 10:53:00,0.0,,United Kingdom
549331,40018F,,-22,2011-04-08 10:54:00,0.0,,United Kingdom
549332,84864A,,-2,2011-04-08 10:55:00,0.0,,United Kingdom
549340,20774,,-11,2011-04-08 11:02:00,0.0,,United Kingdom
549342,35818B,,-53,2011-04-08 11:06:00,0.0,,United Kingdom
549343,72815,,-3,2011-04-08 11:07:00,0.0,,United Kingdom
549344,21825,,-14,2011-04-08 11:08:00,0.0,,United Kingdom
549345,20748,,12,2011-04-08 11:10:00,0.0,,United Kingdom
549346,22033,,-50,2011-04-08 11:10:00,0.0,,United Kingdom
549347,35914,,10,2011-04-08 11:11:00,0.0,,United Kingdom
549348,84251B,,-60,2011-04-08 11:13:00,0.0,,United Kingdom
549349,10123G,,-38,2011-04-08 11:13:00,0.0,,United Kingdom
549350,84597B,,-13,2011-04-08 11:14:00,0.0,,United Kingdom
549351,85006,,-21,2011-04-08 11:14:00,0.0,,United Kingdom
549355,84899F,,-5,2011-04-08 11:21:00,0.0,,United Kingdom
549371,84921,,-17,2011-04-08 11:27:00,0.0,,United Kingdom
549373,85008,,-2,2011-04-08 11:28:00,0.0,,United Kingdom
549374,20775,,-29,2011-04-08 11:29:00,0.0,,United Kingdom
549375,20863,,-6,2011-04-08 11:29:00,0.0,,United Kingdom
549376,17014A,,11,2011-04-08 11:29:00,0.0,,United Kingdom
549426,22078,,-201,2011-04-08 11:55:00,0.0,,United Kingdom
549427,22797,damages,-12,2011-04-08 11:56:00,0.0,,United Kingdom
549453,84857C,,24,2011-04-08 14:18:00,0.0,,United Kingdom
549454,84858C,,46,2011-04-08 14:18:00,0.0,,United Kingdom
549455,84858C,,-10,2011-04-08 14:18:00,0.0,,United Kingdom
549456,47341A,,-6,2011-04-08 14:19:00,0.0,,United Kingdom
549457,47344B,,-16,2011-04-08 14:19:00,0.0,,United Kingdom
549458,62097B,,-6,2011-04-08 14:19:00,0.0,,United Kingdom
549459,62043B,,7,2011-04-08 14:20:00,0.0,,United Kingdom
549460,20716,,-82,2011-04-08 14:20:00,0.0,,United Kingdom
549461,20731,,-16,2011-04-08 14:20:00,0.0,,United Kingdom
549462,84910A,,-16,2011-04-08 14:21:00,0.0,,United Kingdom
549463,84919,,-17,2011-04-08 14:21:00,0.0,,United Kingdom
549464,20701,,-6,2011-04-08 14:21:00,0.0,,United Kingdom
549465,84415B,,-5,2011-04-08 14:22:00,0.0,,United Kingdom
549466,20816,,-11,2011-04-08 14:22:00,0.0,,United Kingdom
549470,46775D,,-8,2011-04-08 14:28:00,0.0,,United Kingdom
549489,85146,,8,2011-04-08 15:05:00,0.0,,United Kingdom
549492,21736,,5,2011-04-08 15:06:00,0.0,,United Kingdom
549494,22168,,6,2011-04-08 15:06:00,0.0,,United Kingdom
549497,21527,,3,2011-04-08 15:06:00,0.0,,United Kingdom
549498,22847,,1,2011-04-08 15:06:00,0.0,,United Kingdom
549500,79321,,1,2011-04-08 15:06:00,0.0,,United Kingdom
549502,84459B,,1,2011-04-08 15:07:00,0.0,,United Kingdom
549506,22415,,-31,2011-04-08 15:07:00,0.0,,United Kingdom
549510,84559B,,-158,2011-04-08 15:08:00,0.0,,United Kingdom
549514,20820,,-3,2011-04-08 15:09:00,0.0,,United Kingdom
549527,21620,mystery! Only ever imported 1800,-1479,2011-04-08 16:03:00,0.0,,United Kingdom
549528,21422,,-55,2011-04-08 16:44:00,0.0,,United Kingdom
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,,United Kingdom
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,2011-04-08 17:05:00,0.0,,United Kingdom
549695,84751B,,-24,2011-04-11 13:50:00,0.0,,United Kingdom
549846,21100,Damaged,-6,2011-04-12 14:30:00,0.0,,United Kingdom
549848,84531A,,-34,2011-04-12 14:51:00,0.0,,United Kingdom
549849,84531B,,-23,2011-04-12 14:51:00,0.0,,United Kingdom
549935,35915C,damaged,-43,2011-04-13 11:16:00,0.0,,United Kingdom
549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,,United Kingdom
549950,37487B,Damaged,-6,2011-04-13 12:57:00,0.0,,United Kingdom
549952,37482P,Damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom
550133,85099F,,-1092,2011-04-14 13:49:00,0.0,,United Kingdom
550153,85167B,DAMAGED,-1,2011-04-14 14:44:00,0.0,,United Kingdom
550188,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-04-14 18:57:00,0.0,12457.0,Switzerland
550460,47556B,did  a credit  and did not tick ret,1300,2011-04-18 13:18:00,0.0,,United Kingdom
550501,35915C,,30,2011-04-18 15:28:00,0.0,,United Kingdom
550502,84535A,,320,2011-04-18 15:29:00,0.0,,United Kingdom
550753,84763,Display,-150,2011-04-20 11:53:00,0.0,,United Kingdom
550757,16202B,,-9,2011-04-20 12:08:00,0.0,,United Kingdom
550758,85017A,,-8,2011-04-20 12:09:00,0.0,,United Kingdom
550759,21087,,-7,2011-04-20 12:09:00,0.0,,United Kingdom
550760,84750B,,-4,2011-04-20 12:09:00,0.0,,United Kingdom
550761,84388,,6,2011-04-20 12:10:00,0.0,,United Kingdom
550762,85030,,-9,2011-04-20 12:10:00,0.0,,United Kingdom
550763,84666,,-5,2011-04-20 12:11:00,0.0,,United Kingdom
550800,22458,Missing,-65,2011-04-20 14:48:00,0.0,,United Kingdom
550815,85027L,,8,2011-04-20 16:42:00,0.0,,United Kingdom
550908,20827,damages,-68,2011-04-21 12:39:00,0.0,,United Kingdom
550922,22784,damages,-25,2011-04-21 14:29:00,0.0,,United Kingdom
550926,22469,,8,2011-04-21 14:39:00,0.0,,United Kingdom
550927,84990,,1,2011-04-21 14:40:00,0.0,,United Kingdom
550928,22867,,3,2011-04-21 14:41:00,0.0,,United Kingdom
550929,22470,,2,2011-04-21 14:41:00,0.0,,United Kingdom
550930,22988,,2,2011-04-21 14:41:00,0.0,,United Kingdom
550943,21316,,-5,2011-04-21 15:51:00,0.0,,United Kingdom
550945,79329,,-2,2011-04-21 15:52:00,0.0,,United Kingdom
550947,21319,adjustment,3,2011-04-21 15:55:00,0.0,,United Kingdom
550948,17109D,Adjustment,14,2011-04-21 15:56:00,0.0,,United Kingdom
550950,17091A,found,84,2011-04-21 16:14:00,0.0,,United Kingdom
550951,84531A,returned,2,2011-04-21 16:15:00,0.0,,United Kingdom
550952,84531B,returned,2,2011-04-21 16:16:00,0.0,,United Kingdom
550954,47013A,damaged,-2,2011-04-21 16:18:00,0.0,,United Kingdom
550970,82599,,-11,2011-04-21 17:02:00,0.0,,United Kingdom
550975,20941,,20,2011-04-21 17:28:00,0.0,,United Kingdom
550976,84921,,6,2011-04-21 17:28:00,0.0,,United Kingdom
550977,85200,,6,2011-04-21 17:29:00,0.0,,United Kingdom
550979,85145,,9,2011-04-21 17:31:00,0.0,,United Kingdom
550980,21445,,1,2011-04-21 17:31:00,0.0,,United Kingdom
550981,21911,,1,2011-04-21 17:32:00,0.0,,United Kingdom
550982,22632,,5,2011-04-21 17:33:00,0.0,,United Kingdom
550983,22866,,4,2011-04-21 17:34:00,0.0,,United Kingdom
550984,85008,,1,2011-04-21 17:35:00,0.0,,United Kingdom
550985,22777,,4,2011-04-21 17:40:00,0.0,,United Kingdom
551019,22467,wrong code?,-100,2011-04-26 11:19:00,0.0,,United Kingdom
551020,22719,wrong code,-110,2011-04-26 11:19:00,0.0,,United Kingdom
551126,82483,,18,2011-04-26 12:47:00,0.0,,United Kingdom
551168,85068,,-4,2011-04-26 16:06:00,0.0,,United Kingdom
551201,16015,,-620,2011-04-27 11:33:00,0.0,,United Kingdom
551240,51020A,adjustment,41,2011-04-27 11:48:00,0.0,,United Kingdom
551243,51020B,adjust,-53,2011-04-27 11:49:00,0.0,,United Kingdom
551302,48189,damaged,-18,2011-04-27 14:55:00,0.0,,United Kingdom
551304,48189,adjustment,2,2011-04-27 14:56:00,0.0,,United Kingdom
551318,21898,,60,2011-04-27 15:25:00,0.0,,United Kingdom
551319,22459,,65,2011-04-27 15:25:00,0.0,,United Kingdom
551320,21897,,60,2011-04-27 15:25:00,0.0,,United Kingdom
551321,22719,,36,2011-04-27 15:26:00,0.0,,United Kingdom
551322,85099F,,101,2011-04-27 15:28:00,0.0,,United Kingdom
551323,21398,damages,-9,2011-04-27 15:31:00,0.0,,United Kingdom
551324,85017C,Found,13,2011-04-27 15:47:00,0.0,,United Kingdom
551326,85017A,,-2,2011-04-27 15:51:00,0.0,,United Kingdom
551327,84228,crushed,-4,2011-04-27 16:01:00,0.0,,United Kingdom
551328,21320,,-23,2011-04-27 16:08:00,0.0,,United Kingdom
551394,16015,,400,2011-04-28 12:37:00,0.0,,United Kingdom
551422,22084,,-150,2011-04-28 14:11:00,0.0,,United Kingdom
551429,10002,,-3,2011-04-28 15:05:00,0.0,,United Kingdom
551430,20966,,-3,2011-04-28 15:06:00,0.0,,United Kingdom
551431,44091A,,-2,2011-04-28 15:06:00,0.0,,United Kingdom
551432,21923,,-5,2011-04-28 15:06:00,0.0,,United Kingdom
551433,21784,,-2,2011-04-28 15:07:00,0.0,,United Kingdom
551434,20896,,-5,2011-04-28 15:07:00,0.0,,United Kingdom
551435,20825,,-5,2011-04-28 15:08:00,0.0,,United Kingdom
551441,85136B,,-4,2011-04-28 15:50:00,0.0,,United Kingdom
551442,85060,,-4,2011-04-28 15:50:00,0.0,,United Kingdom
551443,35920,,-4,2011-04-28 15:51:00,0.0,,United Kingdom
551444,35809B,,-4,2011-04-28 15:58:00,0.0,,United Kingdom
551446,35594,,-4,2011-04-28 15:58:00,0.0,,United Kingdom
551447,35004C,,-4,2011-04-28 15:59:00,0.0,,United Kingdom
551448,22734,,-4,2011-04-28 15:59:00,0.0,,United Kingdom
551449,22525,,-4,2011-04-28 16:00:00,0.0,,United Kingdom
551450,21410,,-4,2011-04-28 16:00:00,0.0,,United Kingdom
551451,21330,,-4,2011-04-28 16:01:00,0.0,,United Kingdom
551452,84715,,-3,2011-04-28 16:01:00,0.0,,United Kingdom
551453,82494L,,-3,2011-04-28 16:01:00,0.0,,United Kingdom
551454,78027,,-3,2011-04-28 16:02:00,0.0,,United Kingdom
551455,37333,,-1,2011-04-28 16:03:00,0.0,,United Kingdom
551456,22795,,-3,2011-04-28 16:03:00,0.0,,United Kingdom
551457,22719,,-3,2011-04-28 16:04:00,0.0,,United Kingdom
551458,22451,,3,2011-04-28 16:04:00,0.0,,United Kingdom
551459,22173,,-30,2011-04-28 16:04:00,0.0,,United Kingdom
551460,22173,,27,2011-04-28 16:05:00,0.0,,United Kingdom
551461,21806,,-3,2011-04-28 16:05:00,0.0,,United Kingdom
551553,22521,,-90,2011-05-03 10:15:00,0.0,,United Kingdom
551554,22720,,-4,2011-05-03 10:19:00,0.0,,United Kingdom
551565,85135A,,-7,2011-05-03 11:10:00,0.0,,United Kingdom
551567,21269,,13,2011-05-03 11:12:00,0.0,,United Kingdom
551568,21038,,-6,2011-05-03 11:12:00,0.0,,United Kingdom
